STUDIENR,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,SEMESTER,SEMESTER_START,SEMESTER_END,DURATION_DAYS,ATTEMPT
STNR013506,2347,PARALLELLE SYSTEMER,EM,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR013506,42922,LEDELSE OG ORGANISATION,4,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR013506,62501,LINUX SERVER OG NETVAERK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR013506,2326,ALGORITMER OG DATASTRUKTURER,0,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2017, Spring 2018, Spring 2018",2017-02-01,2017-11-01,273,3
STNR013506,2393,PROGRAMMERING I C++,EM,bestået/ikke bestået,5,Skriftlig,intern censur,"Fall 2017, Fall 2018",2017-08-01,2018-01-30,182,2
STNR013506,2323,INTRODUKTION TIL STATISTIK,EM,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2017, Fall 2018, Spring 2018, Spring 2018",2017-08-01,2018-07-31,364,4
STNR013506,62417,MOBIL APPLIKATIONSUDVIKLING MED SWIFT,EM,7-trinsskala,5,Mundtlig,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR013506,62999,INNOVATION PILOT,10,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR013565,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,10,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR013565,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR013565,2322,MASKINNAER PROGRAMMERING,7,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR013565,2324,VIDEREGAENDE PROGRAMMERING,12,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR013565,2326,ALGORITMER OG DATASTRUKTURER,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR013565,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,7,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR013565,62577,DATAKOMMUNIKATION,2,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR013565,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,12,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR013565,1904,DISKRET MATEMATIK,12,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR013565,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR013565,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR013565,2323,INTRODUKTION TIL STATISTIK,2,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2020, Spring 2021",2020-08-01,2021-01-30,182,2
STNR013565,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013565,62410,CDIO-PROJEKT,12,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013565,62589,BUSINESS INTELLIGENCE,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013565,2332,COMPILERTEKNIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR013565,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR013639,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,4,7-trinsskala,5,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR013639,2322,MASKINNAER PROGRAMMERING,0,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013639,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013639,2326,ALGORITMER OG DATASTRUKTURER,EM,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013639,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,12,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013639,62577,DATAKOMMUNIKATION,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013639,1904,DISKRET MATEMATIK,2,7-trinsskala,5,Skriftlig,intern censur,"Fall 2021, Spring 2021",2021-02-01,2021-08-02,182,2
STNR013639,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,2,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR013639,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR013639,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Mundtlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR013855,2110,ALGORITMER OG DATASTRUKTURER 2,EM,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR013855,PRA62-30,INGENIORPRAKTIK,BE,bestået/ikke bestået,30,Praktik,intern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR013855,2823,COMPUTERSPILPROTOTYPER,EM,7-trinsskala,5,Skriftlig,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR013859,PRA62-30,INGENIORPRAKTIK,BE,bestået/ikke bestået,30,Praktik,intern censur,Spring 2017,2017-02-01,2017-05-03,91,1
STNR013859,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,12,7-trinsskala,5,Mundtlig,intern censur,Fall 2017,2017-08-01,2017-10-31,91,1
STNR013859,2807,BEREGNINGSMAESSIGE VAERKTOJER TIL DATAVIDENSKAB,4,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR013879,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2018,2018-02-01,2018-05-03,91,1
STNR013879,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Afløsningsopgave,intern censur,"Spring 2018, Spring 2019",2018-02-01,2018-08-02,182,2
STNR013879,62734,DATATEKNIK OG PROGRAMMERING,2,7-trinsskala,5,Skriftlig,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR013879,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR013879,2323,INTRODUKTION TIL STATISTIK,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013879,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013879,2326,ALGORITMER OG DATASTRUKTURER,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013879,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,12,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR013879,1904,DISKRET MATEMATIK,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR013879,2312,INDLEDENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR013879,2315,VERSIONSSTYRING OG TESTMETODER,10,7-trinsskala,5,Mundtlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014237,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,2,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014237,2315,VERSIONSSTYRING OG TESTMETODER,2,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014237,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014237,2326,ALGORITMER OG DATASTRUKTURER,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014237,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,0,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014237,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,2,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014237,62577,DATAKOMMUNIKATION,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2019, Spring 2021",2019-02-01,2019-08-02,182,2
STNR014237,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014237,1904,DISKRET MATEMATIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014237,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014237,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014237,2323,INTRODUKTION TIL STATISTIK,4,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2019, Spring 2021",2019-08-01,2020-01-30,182,2
STNR014237,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,IG,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014237,62410,CDIO-PROJEKT,4,7-trinsskala,10,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014237,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,10,7-trinsskala,5,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014237,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Skriftlig,intern censur,"Spring 2020, Spring 2021",2020-02-01,2020-08-01,182,2
STNR014237,62618,OKONOMI,EM,bestået/ikke bestået,5,Skriftlig,intern censur,"Fall 2020, Spring 2020",2020-02-01,2020-08-01,182,2
STNR014237,2332,COMPILERTEKNIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014237,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014237,62589,BUSINESS INTELLIGENCE,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014237,62588,OPERATIVSYSTEMER,2,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2020, Fall 2020",2020-08-01,2021-01-30,182,2
STNR014237,42430,PROJEKTLEDELSE,7,7-trinsskala,5,Mundtlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014237,42611,INGENIORFAGETS VIDENSKABSTEORI (AUGUST),BE,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014237,62999,INNOVATION PILOT,2,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014238,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014238,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014238,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014238,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,7,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014238,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,10,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014238,62577,DATAKOMMUNIKATION,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014238,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Afløsningsopgave,intern censur,"Fall 2019, Spring 2019",2019-02-01,2019-08-02,182,2
STNR014238,1904,DISKRET MATEMATIK,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014238,2312,INDLEDENDE PROGRAMMERING,4,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014238,2323,INTRODUKTION TIL STATISTIK,4,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014238,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014238,2326,ALGORITMER OG DATASTRUKTURER,2,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2019, Spring 2019, Spring 2021",2019-02-01,2019-11-01,273,3
STNR014238,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,2,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014238,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014238,62410,CDIO-PROJEKT,12,7-trinsskala,10,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014238,62597,"BACKENDUDVIKLING, DRIFT OG DISTRIBUEREDE SYSTEMER",7,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014238,2332,COMPILERTEKNIK,12,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014238,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,12,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014238,62588,OPERATIVSYSTEMER,4,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014238,62589,BUSINESS INTELLIGENCE,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014238,62618,OKONOMI,7,bestået/ikke bestået,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014238,2193,ETISK HACKING,10,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR014238,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,12,7-trinsskala,5,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR014238,2809,UX DESIGN PROTOTYPEUDVIKLING,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014238,42430,PROJEKTLEDELSE,12,7-trinsskala,5,Mundtlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014238,62999,INNOVATION PILOT,7,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014239,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,4,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014239,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014239,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014239,2326,ALGORITMER OG DATASTRUKTURER,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014239,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014239,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,2,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014239,62577,DATAKOMMUNIKATION,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2019, Spring 2021",2019-02-01,2019-08-02,182,2
STNR014239,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014239,1904,DISKRET MATEMATIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014239,2312,INDLEDENDE PROGRAMMERING,10,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014239,2323,INTRODUKTION TIL STATISTIK,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014239,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014239,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014239,42430,PROJEKTLEDELSE,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014239,62410,CDIO-PROJEKT,4,7-trinsskala,10,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014239,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,7,7-trinsskala,5,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014239,2332,COMPILERTEKNIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014239,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,10,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014239,62589,BUSINESS INTELLIGENCE,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014239,62618,OKONOMI,10,bestået/ikke bestået,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014239,62588,OPERATIVSYSTEMER,2,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2020, Fall 2020",2020-08-01,2021-01-30,182,2
STNR014239,PRA62-30,INGENIORPRAKTIK,BE,bestået/ikke bestået,30,Praktik,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR014239,42611,INGENIORFAGETS VIDENSKABSTEORI (AUGUST),BE,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014239,62999,INNOVATION PILOT,7,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014240,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014240,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014240,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014240,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014240,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,4,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014240,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Skriftlig,intern censur,"Spring 2019, Spring 2020",2019-02-01,2019-08-02,182,2
STNR014240,2326,ALGORITMER OG DATASTRUKTURER,2,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2019, Spring 2020",2019-02-01,2019-08-02,182,2
STNR014240,62577,DATAKOMMUNIKATION,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2019, Spring 2021",2019-02-01,2019-08-02,182,2
STNR014240,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014240,1904,DISKRET MATEMATIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014240,2312,INDLEDENDE PROGRAMMERING,12,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014240,2323,INTRODUKTION TIL STATISTIK,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014240,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014240,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014240,42430,PROJEKTLEDELSE,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014240,62410,CDIO-PROJEKT,4,7-trinsskala,10,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014240,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,7,7-trinsskala,5,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014240,2332,COMPILERTEKNIK,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014240,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,10,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014240,62589,BUSINESS INTELLIGENCE,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014240,62618,OKONOMI,10,bestået/ikke bestået,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR014240,62588,OPERATIVSYSTEMER,10,7-trinsskala,5,Skriftlig,ekstern censur,"Fall 2020, Fall 2020",2020-08-01,2021-01-30,182,2
STNR014240,PRA62-30,INGENIORPRAKTIK,BE,bestået/ikke bestået,30,Praktik,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR014240,42611,INGENIORFAGETS VIDENSKABSTEORI (AUGUST),BE,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014240,62999,INNOVATION PILOT,2,7-trinsskala,10,Afløsningsopgave,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR014241,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014241,2315,VERSIONSSTYRING OG TESTMETODER,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR014241,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014241,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,7,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014241,62409,C PROGRAMMERING FOR JAVA PROGRAMMORER,2,7-trinsskala,5,Mundtlig,intern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014241,62577,DATAKOMMUNIKATION,12,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2019,2019-02-01,2019-05-03,91,1
STNR014241,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014241,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014241,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014241,2323,INTRODUKTION TIL STATISTIK,4,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014241,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR014241,2326,ALGORITMER OG DATASTRUKTURER,2,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2019, Spring 2020, Spring 2020",2019-02-01,2019-11-01,273,3
STNR014241,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014241,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR014241,62410,CDIO-PROJEKT,10,7-trinsskala,10,Mundtlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
